1	-1
2	0
3	1
4	2
5	1
6	0
7	1
8	0
9	1
10	2
11	1
12	2
13	3
14	2
15	1
16	0
17	1
18	0
19	1
20	0
21	-1
22	-2
23	-3
24	-4
25	-5
26	-6
27	-5
28	-4
29	-3
30	-2
31	-3
32	-4
33	-3
34	-2
35	-1
36	0
37	-1
38	-2
39	-1
40	-2
41	-3
42	-4
43	-5
44	-4
45	-5
46	-4
47	-5
48	-6
49	-7
50	-6
51	-7
52	-8
53	-9
54	-10
55	-11
56	-10
57	-9
58	-8
59	-7
60	-6
61	-5
62	-6
63	-7
64	-6
65	-5
66	-4
67	-3
68	-4
69	-3
70	-2
71	-1
72	-2
73	-1
74	-2
75	-3
76	-2
77	-1
78	0
79	1
80	0
81	1
82	0
83	1
84	0
85	1
86	0
87	-1
88	-2
89	-1
90	-2
91	-3
92	-2
93	-1
94	-2
95	-1
96	-2
97	-1
98	-2
99	-3
100	-4
101	-5
102	-6
103	-7
104	-6
105	-5
106	-6
107	-7
108	-8
109	-9
110	-8
111	-9
112	-10
113	-9
114	-10
115	-9
116	-10
117	-11
118	-12
119	-13
120	-14
121	-13
122	-12
123	-11
124	-12
125	-11
126	-12
127	-11
128	-12
129	-11
130	-12
131	-13
132	-12
133	-11
134	-12
135	-13
136	-14
137	-13
138	-14
139	-13
140	-12
141	-13
142	-12
143	-11
144	-12
145	-11
146	-12
147	-11
148	-10
149	-9
150	-10
151	-11
152	-12
153	-13
154	-12
155	-13
156	-14
157	-15
158	-16
159	-17
160	-18
161	-17
162	-18
163	-17
164	-18
165	-19
166	-20
167	-19
168	-20
169	-21
170	-20
171	-19
172	-18
173	-17
174	-18
175	-19
176	-20
177	-19
178	-20
179	-19
180	-18
181	-19
182	-18
183	-17
184	-18
185	-19
186	-18
187	-17
188	-16
189	-17
190	-18
191	-17
192	-18
193	-19
194	-18
195	-19
196	-20
197	-21
198	-20
199	-19
200	-18
201	-17
202	-16
203	-15
204	-14
205	-13
206	-14
207	-13
208	-12
209	-11
210	-12
211	-11
212	-12
213	-11
214	-12
215	-13
216	-14
217	-15
218	-14
219	-15
220	-16
221	-15
222	-14
223	-13
224	-14
225	-15
226	-14
227	-15
228	-16
229	-17
230	-18
231	-17
232	-18
233	-19
234	-18
235	-19
236	-20
237	-19
238	-20
239	-21
240	-20
241	-21
242	-20
243	-19
244	-18
245	-19
246	-20
247	-19
248	-20
249	-19
250	-20
251	-19
252	-20
253	-19
254	-18
255	-19
256	-20
257	-19
258	-18
259	-17
260	-18
261	-17
262	-18
263	-17
264	-18
265	-19
266	-18
267	-17
268	-16
269	-15
270	-14
271	-13
272	-14
273	-15
274	-14
275	-15
276	-16
277	-17
278	-16
279	-17
280	-18
281	-17
282	-18
283	-17
284	-16
285	-17
286	-18
287	-19
288	-20
289	-19
290	-18
291	-17
292	-16
293	-15
294	-14
295	-13
296	-14
297	-13
298	-14
299	-15
300	-14
301	-15
302	-14
303	-15
304	-16
305	-17
306	-18
307	-19
308	-20
309	-19
310	-20
311	-21
312	-22
313	-21
314	-20
315	-21
316	-22
317	-23
318	-24
319	-25
320	-24
321	-23
322	-22
323	-21
324	-20
325	-21
326	-22
327	-23
328	-24
329	-23
330	-22
331	-23
332	-24
333	-25
334	-24
335	-23
336	-22
337	-21
338	-20
339	-19
340	-18
341	-17
342	-18
343	-17
344	-18
345	-17
346	-18
347	-19
348	-20
349	-19
350	-18
351	-17
352	-18
353	-19
354	-18
355	-19
356	-18
357	-17
358	-18
359	-17
360	-18
361	-17
362	-18
363	-17
364	-18
365	-17
366	-18
367	-19
368	-20
369	-21
370	-22
371	-23
372	-24
373	-25
374	-24
375	-23
376	-24
377	-23
378	-22
379	-23
380	-24
381	-23
382	-24
383	-25
384	-26
385	-27
386	-28
387	-29
388	-30
389	-31
390	-30
391	-31
392	-32
393	-33
394	-32
395	-31
396	-32
397	-33
398	-34
399	-33
400	-34
401	-35
402	-36
403	-37
404	-38
405	-39
406	-38
407	-39
408	-38
409	-39
410	-40
411	-39
412	-38
413	-39
414	-40
415	-41
416	-42
417	-41
418	-42
419	-43
420	-44
421	-45
422	-44
423	-43
424	-44
425	-45
426	-44
427	-43
428	-44
429	-45
430	-46
431	-45
432	-46
433	-47
434	-48
435	-47
436	-48
437	-47
438	-46
439	-47
440	-46
441	-47
442	-48
443	-47
444	-46
445	-45
446	-44
447	-43
448	-44
449	-45
450	-46
451	-47
452	-46
453	-45
454	-46
455	-47
456	-48
457	-47
458	-46
459	-47
460	-46
461	-45
462	-44
463	-45
464	-44
465	-43
466	-44
467	-45
468	-44
469	-43
470	-44
471	-45
472	-44
473	-43
474	-42
475	-43
476	-42
477	-41
478	-42
479	-43
480	-42
481	-43
482	-44
483	-45
484	-44
485	-45
486	-46
487	-45
488	-46
489	-47
490	-48
491	-49
492	-50
493	-49
494	-48
495	-49
496	-48
497	-47
498	-46
499	-45
500	-46
501	-47
502	-48
503	-47
504	-48
505	-47
506	-46
507	-45
508	-44
509	-43
510	-44
511	-43
512	-42
513	-43
514	-44
515	-43
516	-44
517	-43
518	-44
519	-45
520	-44
521	-45
522	-44
523	-45
524	-44
525	-45
526	-44
527	-43
528	-44
529	-43
530	-42
531	-41
532	-40
533	-41
534	-40
535	-39
536	-40
537	-41
538	-42
539	-43
540	-42
541	-43
542	-42
543	-41
544	-42
545	-43
546	-44
547	-43
548	-42
549	-41
550	-40
551	-41
552	-40
553	-41
554	-42
555	-41
556	-40
557	-39
558	-38
559	-39
560	-40
561	-39
562	-40
563	-39
564	-38
565	-37
566	-38
567	-37
568	-36
569	-35
570	-34
571	-35
572	-34
573	-35
574	-34
575	-33
576	-34
577	-33
578	-32
579	-33
580	-32
581	-33
582	-34
583	-35
584	-34
585	-33
586	-32
587	-31
588	-32
589	-33
590	-32
591	-31
592	-32
593	-33
594	-34
595	-33
596	-32
597	-31
598	-30
599	-31
600	-32
601	-33
602	-34
603	-33
604	-32
605	-31
606	-32
607	-31
608	-30
609	-29
610	-28
611	-29
612	-30
613	-29
614	-28
615	-29
616	-30
617	-29
618	-30
619	-29
620	-30
621	-29
622	-30
623	-31
624	-30
625	-29
626	-28
627	-27
628	-28
629	-27
630	-28
631	-29
632	-28
633	-27
634	-28
635	-27
636	-28
637	-27
638	-28
639	-27
640	-26
641	-27
642	-26
643	-27
644	-26
645	-27
646	-28
647	-27
648	-26
649	-27
650	-26
651	-27
652	-28
653	-29
654	-28
655	-29
656	-30
657	-29
658	-30
659	-31
660	-30
661	-29
662	-30
663	-31
664	-32
665	-33
666	-32
667	-33
668	-34
669	-33
670	-34
671	-35
672	-36
673	-35
674	-34
675	-33
676	-32
677	-33
678	-34
679	-33
680	-34
681	-35
682	-36
